Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
08.09.2009 03:00:00,997.61,9.47,282.82,8.3,92.4,11.86,10.96,0.9,6.86,10.99,1224.52,0.79,1.75,175.2
08.09.2009 04:00:00,997.58,8.61,281.97,7.87,95.1,11.19,10.64,0.55,6.66,10.67,1228.36,1.54,2.25,184.2
08.09.2009 05:00:00,997.82,8.32,281.66,7.71,95.9,10.97,10.52,0.45,6.59,10.55,1229.98,1.05,1.88,195.8
08.09.2009 06:00:00,998.46,7.76,281.04,7.24,96.5,10.56,10.19,0.37,6.38,10.21,1233.38,0.67,1.5,86.2
08.09.2009 07:00:00,998.6,9.51,282.78,7.94,89.9,11.9,10.69,1.2,6.69,10.71,1225.69,0.48,1.0,194.8
08.09.2009 08:00:00,998.76,11.51,284.77,8.71,82.9,13.6,11.27,2.32,7.05,11.29,1217.01,1.3,2.13,183.9
08.09.2009 09:00:00,998.64,14.98,288.25,9.96,71.9,17.06,12.26,4.79,7.67,12.28,1201.74,1.74,2.88,172.1
08.09.2009 10:00:00,998.47,18.23,291.52,10.82,61.93,20.97,12.99,7.98,8.13,13.01,1187.81,1.89,3.38,168.2
08.09.2009 11:00:00,998.26,21.29,294.6,10.69,50.76,25.36,12.87,12.49,8.06,12.89,1175.27,2.85,4.5,145.2
08.09.2009 12:00:00,997.83,22.72,296.06,10.11,44.76,27.67,12.38,15.28,7.76,12.41,1169.3,3.68,5.63,178.7
08.09.2009 13:00:00,997.56,23.93,297.3,10.0,41.3,29.76,12.29,17.47,7.7,12.32,1164.27,2.6,4.25,166.5
08.09.2009 14:00:00,997.28,24.25,297.64,9.29,38.64,30.34,11.72,18.62,7.34,11.75,1162.94,2.74,4.5,135.3
08.09.2009 15:00:00,996.92,25.26,298.68,9.12,35.97,32.22,11.59,20.63,7.26,11.63,1158.64,1.41,3.25,204.7
08.09.2009 16:00:00,996.59,25.72,299.17,9.13,35.01,33.11,11.59,21.52,7.27,11.63,1156.47,1.1,2.13,219.9
08.09.2009 17:00:00,996.27,24.88,298.36,9.54,37.83,31.5,11.92,19.58,7.47,11.96,1159.21,1.85,2.5,199.2
08.09.2009 18:00:00,996.01,23.68,297.18,9.82,41.44,29.32,12.15,17.17,7.62,12.2,1163.49,0.32,0.75,223.5
08.09.2009 19:00:00,996.27,21.89,295.37,10.22,47.44,26.3,12.48,13.83,7.83,12.53,1170.71,0.39,0.88,44.66
08.09.2009 20:00:00,996.72,19.55,292.99,10.65,56.39,22.78,12.84,9.93,8.05,12.89,1180.43,0.06,0.38,54.61
08.09.2009 21:00:00,996.98,18.17,291.58,10.01,58.86,20.89,12.3,8.6,7.71,12.34,1186.58,0.35,1.25,225.9
08.09.2009 22:00:00,997.21,15.98,289.37,10.16,68.32,18.19,12.43,5.76,7.79,12.46,1195.8,0.28,1.0,133.8
08.09.2009 23:00:00,997.12,14.01,287.41,10.18,77.7,16.02,12.45,3.57,7.8,12.48,1203.87,0.47,1.0,206.6
09.09.2009 00:00:00,997.09,12.49,285.89,10.02,84.9,14.5,12.31,2.19,7.72,12.35,1210.31,0.67,1.25,124.2
09.09.2009 01:00:00,996.97,11.98,285.39,9.79,86.4,14.03,12.12,1.91,7.6,12.15,1212.42,0.16,0.75,279.5
09.09.2009 02:00:00,996.85,11.73,285.15,9.35,85.3,13.8,11.77,2.03,7.38,11.8,1213.49,0.81,1.25,167.0
09.09.2009 03:00:00,996.87,10.48,283.89,9.09,91.1,12.7,11.57,1.13,7.25,11.6,1218.97,0.09,0.5,122.8
09.09.2009 04:00:00,996.9,10.55,283.96,9.03,90.3,12.75,11.52,1.24,7.22,11.55,1218.72,1.48,2.88,167.6
09.09.2009 05:00:00,996.83,9.63,283.05,8.59,93.2,11.99,11.18,0.82,7.0,11.21,1222.76,0.9,2.5,173.9
09.09.2009 06:00:00,997.09,9.85,283.25,8.96,94.2,12.17,11.46,0.71,7.18,11.5,1222.0,1.11,2.5,225.5
09.09.2009 07:00:00,997.22,10.22,283.61,8.77,90.7,12.48,11.32,1.16,7.09,11.35,1220.63,0.52,1.25,187.2
09.09.2009 08:00:00,997.34,12.36,285.74,9.6,83.2,14.38,11.97,2.42,7.5,12.0,1211.32,0.3,0.75,121.9
09.09.2009 09:00:00,997.36,16.02,289.4,10.6,70.2,18.23,12.8,5.43,8.02,12.83,1195.64,1.29,2.0,158.4
09.09.2009 10:00:00,997.31,19.75,293.14,10.97,56.87,23.06,13.11,9.95,8.22,13.15,1180.21,1.08,2.0,143.1
09.09.2009 11:00:00,996.96,23.21,296.63,11.73,48.4,28.5,13.79,14.71,8.65,13.84,1165.72,1.23,2.25,114.8
09.09.2009 12:00:00,996.59,23.52,296.97,10.83,44.76,29.04,13.0,16.04,8.15,13.04,1164.42,1.65,3.13,98.6
09.09.2009 13:00:00,996.23,24.36,297.84,10.23,40.88,30.54,12.48,18.05,7.83,12.53,1160.94,1.67,2.88,66.28
09.09.2009 14:00:00,996.06,24.8,298.3,10.01,39.24,31.35,12.3,19.05,7.72,12.35,1159.11,1.88,4.0,52.49
09.09.2009 15:00:00,995.85,24.92,298.44,9.29,37.12,31.58,11.72,19.86,7.35,11.77,1158.65,2.12,3.63,18.21
09.09.2009 16:00:00,995.85,24.95,298.46,8.3,34.65,31.63,10.96,20.67,6.87,11.01,1158.88,1.76,3.38,37.66
09.09.2009 17:00:00,995.87,24.68,298.19,9.62,38.5,31.13,11.98,19.14,7.52,12.03,1159.49,2.2,3.75,18.04
09.09.2009 18:00:00,995.88,24.05,297.56,10.11,41.31,29.98,12.38,17.59,7.77,12.43,1161.78,1.81,2.38,356.4
09.09.2009 19:00:00,996.13,21.58,295.07,11.04,51.07,25.81,13.18,12.63,8.27,13.23,1171.46,0.37,1.13,46.88
09.09.2009 20:00:00,996.62,19.56,293.0,11.04,57.82,22.79,13.18,9.61,8.27,13.22,1180.13,0.0,0.0,0.0
09.09.2009 21:00:00,996.98,17.54,290.95,11.22,66.41,20.08,13.34,6.75,8.36,13.38,1188.68,0.01,0.13,194.5
09.09.2009 22:00:00,997.16,16.07,289.47,10.27,68.43,18.29,12.52,5.77,7.84,12.55,1195.32,0.73,2.13,221.5
09.09.2009 23:00:00,997.58,14.73,288.09,10.27,74.6,16.78,12.52,4.26,7.84,12.55,1201.39,0.12,0.5,182.9
10.09.2009 00:00:00,997.92,14.12,287.45,9.98,76.1,16.13,12.28,3.86,7.69,12.3,1204.47,0.26,0.75,170.8
10.09.2009 01:00:00,997.95,12.7,286.03,9.55,81.1,14.71,11.93,2.78,7.47,11.95,1210.65,0.56,1.0,196.4
10.09.2009 02:00:00,998.19,11.99,285.3,9.6,85.3,14.03,11.97,2.06,7.49,11.99,1213.94,0.33,1.13,221.2
10.09.2009 03:00:00,998.56,11.29,284.57,9.35,87.8,13.4,11.76,1.63,7.36,11.78,1217.48,0.2,0.63,145.2
10.09.2009 04:00:00,998.66,10.97,284.24,9.41,90.1,13.12,11.82,1.3,7.39,11.83,1218.94,0.47,1.0,170.9
10.09.2009 05:00:00,998.71,11.08,284.34,9.52,90.1,13.21,11.91,1.31,7.45,11.92,1218.49,0.5,1.0,174.6
10.09.2009 06:00:00,999.4,11.47,284.68,9.62,88.4,13.56,11.99,1.57,7.49,11.99,1217.63,0.1,0.5,119.8
10.09.2009 07:00:00,999.79,13.77,286.95,11.87,88.3,15.77,13.93,1.85,8.71,13.93,1207.45,0.57,1.88,131.5
10.09.2009 08:00:00,1000.16,14.99,288.14,12.76,86.5,17.07,14.76,2.3,9.23,14.76,1202.4,2.39,4.0,11.56
10.09.2009 09:00:00,1000.41,15.54,288.67,12.89,84.2,17.68,14.89,2.79,9.31,14.88,1200.35,2.03,3.75,14.35
10.09.2009 10:00:00,1000.65,16.07,289.18,12.39,78.8,18.29,14.41,3.88,9.01,14.4,1198.67,3.03,4.5,16.56
10.09.2009 11:00:00,1000.8,16.73,289.82,12.64,76.8,19.08,14.65,4.43,9.16,14.64,1196.01,2.72,4.63,12.8
10.09.2009 12:00:00,1000.93,16.48,289.56,12.02,74.9,18.78,14.06,4.71,8.79,14.05,1197.46,2.2,3.88,8.24
10.09.2009 13:00:00,1000.91,17.0,290.08,12.19,73.3,19.41,14.23,5.18,8.89,14.21,1195.22,2.5,4.5,21.76
10.09.2009 14:00:00,1000.9,17.39,290.48,11.91,70.2,19.89,13.96,5.93,8.72,13.95,1193.72,2.36,3.75,8.89
10.09.2009 15:00:00,1000.68,18.18,291.28,12.31,68.56,20.91,14.33,6.57,8.96,14.32,1190.05,3.5,5.63,16.14
10.09.2009 16:00:00,1000.92,17.95,291.03,12.17,68.91,20.61,14.2,6.41,8.87,14.19,1191.34,3.64,5.25,15.64
10.09.2009 17:00:00,1001.14,17.67,290.74,12.48,71.6,20.25,14.5,5.75,9.06,14.48,1192.62,3.78,6.13,20.88
10.09.2009 18:00:00,1001.54,16.62,289.65,12.44,76.3,18.94,14.45,4.49,9.03,14.43,1197.44,2.67,4.88,9.26
10.09.2009 19:00:00,1001.91,16.01,289.01,11.89,76.5,18.22,13.94,4.28,8.7,13.91,1200.64,2.43,4.75,6.6
10.09.2009 20:00:00,1002.35,15.95,288.92,11.16,73.2,18.15,13.29,4.86,8.29,13.26,1201.71,3.78,6.13,19.3
10.09.2009 21:00:00,1002.61,15.6,288.55,10.81,73.1,17.75,12.98,4.77,8.09,12.94,1203.63,2.91,5.0,10.14
10.09.2009 22:00:00,1002.69,15.36,288.3,10.12,70.9,17.48,12.39,5.09,7.72,12.36,1205.0,2.33,3.75,15.75
10.09.2009 23:00:00,1002.86,15.12,288.04,10.06,71.7,17.21,12.34,4.87,7.69,12.3,1206.23,1.57,2.5,18.24
11.09.2009 00:00:00,1003.0,14.91,287.82,9.96,72.2,16.98,12.26,4.72,7.64,12.22,1207.31,0.82,1.75,191.5
11.09.2009 01:00:00,1002.92,14.63,287.55,10.2,74.7,16.68,12.46,4.22,7.76,12.42,1208.3,1.63,3.0,3.82
11.09.2009 02:00:00,1002.84,14.3,287.23,10.31,76.9,16.32,12.55,3.77,7.82,12.52,1209.55,1.01,2.0,319.5
11.09.2009 03:00:00,1002.62,14.0,286.94,10.21,77.9,16.01,12.47,3.54,7.77,12.44,1210.59,0.83,2.63,352.0
11.09.2009 04:00:00,1002.59,13.35,286.3,9.77,78.9,15.35,12.11,3.24,7.55,12.08,1213.46,1.53,3.13,356.7
11.09.2009 05:00:00,1002.51,12.77,285.72,9.85,82.4,14.77,12.17,2.6,7.59,12.14,1215.8,0.57,1.63,268.4
11.09.2009 06:00:00,1002.76,12.65,285.59,9.92,83.4,14.66,12.22,2.43,7.62,12.19,1216.58,0.95,2.75,350.0
11.09.2009 07:00:00,1003.13,12.72,285.62,9.95,83.2,14.73,12.25,2.47,7.63,12.21,1216.72,3.36,5.0,17.16
11.09.2009 08:00:00,1003.48,13.04,285.92,10.19,82.8,15.04,12.45,2.59,7.75,12.41,1215.7,2.65,4.0,11.46
11.09.2009 09:00:00,1003.6,13.85,286.72,10.33,79.3,15.85,12.57,3.28,7.83,12.53,1212.36,1.73,2.75,30.15
11.09.2009 10:00:00,1003.35,15.17,288.05,9.81,70.3,17.27,12.14,5.13,7.56,12.1,1206.71,3.58,5.13,32.77
11.09.2009 11:00:00,1003.1,15.84,288.74,8.77,62.78,18.02,11.32,6.71,7.05,11.28,1203.98,4.56,6.75,29.59
11.09.2009 12:00:00,1002.61,17.08,290.02,7.1,51.78,19.51,10.1,9.41,6.29,10.07,1198.79,3.26,6.38,26.64
11.09.2009 13:00:00,1002.32,16.85,289.82,8.37,57.28,19.22,11.01,8.21,6.86,10.99,1198.98,4.39,6.63,28.54
11.09.2009 14:00:00,1001.63,17.55,290.57,8.08,53.73,20.09,10.8,9.3,6.73,10.78,1195.38,4.11,6.13,25.08
11.09.2009 15:00:00,1001.11,17.88,290.95,7.77,51.54,20.52,10.57,9.94,6.6,10.56,1193.49,4.19,7.75,18.67
11.09.2009 16:00:00,1000.7,18.05,291.15,7.51,50.07,20.74,10.38,10.35,6.48,10.38,1192.39,3.47,5.75,26.73
11.09.2009 17:00:00,1000.54,18.4,291.52,7.41,48.64,21.2,10.31,10.89,6.43,10.31,1190.8,3.54,6.63,28.59
11.09.2009 18:00:00,1000.4,17.72,290.85,6.94,49.16,20.31,9.98,10.33,6.23,9.98,1193.57,2.85,5.25,10.68
11.09.2009 19:00:00,1000.54,16.17,289.29,7.3,55.6,18.41,10.24,8.17,6.39,10.23,1200.01,0.85,2.0,151.9
11.09.2009 20:00:00,1000.89,15.6,288.69,7.11,56.93,17.75,10.1,7.64,6.3,10.1,1202.87,1.18,2.13,34.34
11.09.2009 21:00:00,1000.7,14.96,288.06,6.9,58.46,17.03,9.96,7.08,6.21,9.95,1205.38,0.25,1.0,44.23
11.09.2009 22:00:00,1000.4,14.16,287.29,6.63,60.45,16.18,9.78,6.4,6.1,9.77,1208.46,2.11,3.75,4.94
11.09.2009 23:00:00,1000.34,13.5,286.63,6.88,64.18,15.5,9.95,5.55,6.21,9.94,1211.09,0.8,1.88,344.8
12.09.2009 00:00:00,1000.09,12.91,286.06,6.96,67.09,14.91,10.0,4.91,6.24,10.0,1213.25,0.85,1.63,319.8
12.09.2009 01:00:00,999.8,12.29,285.47,7.01,70.1,14.31,10.03,4.28,6.27,10.04,1215.52,0.77,2.5,320.2
12.09.2009 02:00:00,999.55,11.67,284.87,6.94,72.7,13.74,9.99,3.75,6.24,9.99,1217.87,0.39,1.25,177.5
12.09.2009 03:00:00,999.15,11.46,284.69,6.82,73.1,13.55,9.91,3.65,6.19,9.91,1218.32,0.47,1.25,175.2
12.09.2009 04:00:00,998.99,10.89,284.13,6.7,75.3,13.05,9.82,3.22,6.14,9.83,1220.61,0.94,1.5,214.0
12.09.2009 05:00:00,998.83,10.3,283.56,6.7,78.3,12.54,9.82,2.72,6.14,9.83,1222.96,0.19,0.75,80.9
12.09.2009 06:00:00,998.93,9.36,282.61,6.77,83.8,11.78,9.87,1.91,6.17,9.88,1227.13,0.38,1.13,149.0
12.09.2009 07:00:00,999.16,9.2,282.43,6.82,85.0,11.65,9.9,1.75,6.19,9.91,1228.09,0.09,0.5,213.4
12.09.2009 08:00:00,999.05,12.57,285.81,7.93,73.3,14.58,10.69,3.89,6.68,10.7,1213.11,0.25,1.0,132.1
12.09.2009 09:00:00,998.99,13.49,286.73,7.89,68.8,15.49,10.65,4.83,6.66,10.67,1209.16,1.38,2.5,74.4
12.09.2009 10:00:00,999.08,14.32,287.56,7.98,65.61,16.34,10.72,5.62,6.7,10.73,1205.74,1.79,3.25,63.18
12.09.2009 11:00:00,998.7,15.1,288.37,8.32,63.84,17.19,10.97,6.22,6.86,10.99,1201.91,3.48,5.5,34.06
12.09.2009 12:00:00,998.34,15.72,289.02,7.79,59.18,17.89,10.59,7.3,6.62,10.6,1199.07,2.42,3.88,44.48
12.09.2009 13:00:00,997.99,16.65,289.98,7.07,53.09,18.98,10.08,8.9,6.3,10.1,1195.03,2.14,4.0,54.87
12.09.2009 14:00:00,997.23,17.01,290.4,7.12,52.06,19.42,10.11,9.31,6.33,10.14,1192.62,1.35,3.5,81.3
12.09.2009 15:00:00,996.78,17.36,290.79,6.52,48.86,19.85,9.7,10.15,6.08,9.73,1190.84,3.92,6.88,34.51
12.09.2009 16:00:00,996.4,17.87,291.33,5.16,43.06,20.5,8.83,11.67,5.53,8.86,1188.69,2.11,3.63,1.06
12.09.2009 17:00:00,995.74,17.69,291.21,4.57,41.77,20.27,8.47,11.8,5.31,8.5,1188.79,1.37,3.63,23.48
12.09.2009 18:00:00,995.8,16.79,290.3,5.67,47.75,19.15,9.14,10.01,5.73,9.18,1192.25,1.18,2.75,347.5
12.09.2009 19:00:00,995.79,15.69,289.2,5.95,52.24,17.85,9.33,8.53,5.85,9.37,1196.69,0.67,1.25,257.6
12.09.2009 20:00:00,995.78,15.24,288.75,5.92,53.67,17.34,9.31,8.04,5.84,9.35,1198.56,0.34,1.13,312.4
12.09.2009 21:00:00,995.74,14.43,287.94,6.3,58.05,16.46,9.56,6.91,5.99,9.6,1201.77,1.51,2.13,314.0
12.09.2009 22:00:00,995.49,13.58,287.11,6.2,60.92,15.58,9.49,6.09,5.95,9.53,1205.07,1.71,2.5,255.3
12.09.2009 23:00:00,995.24,11.72,285.27,6.29,69.28,13.79,9.55,4.24,5.99,9.6,1212.6,1.15,1.88,232.8
13.09.2009 00:00:00,995.09,10.53,284.09,6.28,74.9,12.74,9.54,3.2,5.99,9.59,1217.51,1.08,1.63,229.0
13.09.2009 01:00:00,994.77,10.25,283.84,6.78,79.0,12.5,9.88,2.63,6.2,9.93,1218.16,0.05,0.5,183.8
13.09.2009 02:00:00,994.56,10.16,283.76,6.67,78.9,12.43,9.8,2.62,6.15,9.86,1218.32,0.25,1.0,141.0
13.09.2009 03:00:00,994.03,9.84,283.48,6.89,81.8,12.16,9.95,2.21,6.25,10.01,1218.98,0.05,0.38,160.3
13.09.2009 04:00:00,993.65,10.09,283.77,6.97,80.9,12.37,10.01,2.36,6.29,10.07,1217.41,0.08,0.5,113.6
13.09.2009 05:00:00,993.15,10.62,284.34,7.74,82.3,12.81,10.55,2.27,6.63,10.62,1214.27,1.92,2.88,239.9
13.09.2009 06:00:00,992.91,10.32,284.06,7.57,83.0,12.56,10.43,2.14,6.56,10.5,1215.32,2.16,3.25,255.7
13.09.2009 07:00:00,992.55,10.54,284.31,7.39,80.8,12.75,10.3,2.45,6.48,10.38,1213.99,0.29,1.0,132.6
13.09.2009 08:00:00,992.01,11.67,285.48,7.95,77.9,13.74,10.7,3.04,6.74,10.79,1208.33,1.89,4.13,253.7
13.09.2009 09:00:00,991.59,12.35,286.2,6.94,69.49,14.37,9.99,4.38,6.29,10.07,1205.27,2.97,5.0,266.2
13.09.2009 10:00:00,991.19,12.61,286.49,8.25,74.7,14.62,10.92,3.7,6.88,11.02,1203.25,2.73,6.25,270.5
13.09.2009 11:00:00,990.65,12.99,286.92,8.51,74.2,14.99,11.12,3.87,7.01,11.23,1200.9,1.69,4.75,250.7
13.09.2009 12:00:00,990.22,12.31,286.27,9.19,81.2,14.33,11.64,2.69,7.34,11.75,1203.0,1.31,3.0,270.1
13.09.2009 13:00:00,989.49,12.57,286.59,9.91,83.8,14.58,12.22,2.36,7.72,12.35,1200.75,1.6,3.38,252.5
13.09.2009 14:00:00,988.95,14.39,288.47,9.74,73.6,16.42,12.08,4.33,7.64,12.22,1192.56,3.49,6.0,253.7
13.09.2009 15:00:00,987.94,14.04,288.2,8.35,68.54,16.05,11.0,5.05,6.96,11.14,1193.28,2.46,4.38,262.8
13.09.2009 16:00:00,987.94,12.65,286.8,9.7,82.2,14.66,12.05,2.61,7.62,12.2,1198.6,1.97,3.38,275.8
13.09.2009 17:00:00,988.34,10.11,284.22,9.08,93.3,12.38,11.56,0.83,7.3,11.69,1210.07,1.94,4.38,245.4
13.09.2009 18:00:00,988.86,10.32,284.39,9.16,92.5,12.56,11.62,0.94,7.34,11.75,1209.78,2.02,3.25,252.3
13.09.2009 19:00:00,989.17,10.43,284.47,9.38,93.2,12.65,11.79,0.86,7.45,11.92,1209.62,0.25,0.75,262.1
13.09.2009 20:00:00,989.53,10.09,284.1,9.2,94.2,12.37,11.65,0.72,7.36,11.77,1211.58,1.49,2.13,244.6
13.09.2009 21:00:00,989.87,9.75,283.74,8.68,93.0,12.09,11.24,0.85,7.1,11.36,1213.64,1.75,2.5,244.7
13.09.2009 22:00:00,990.4,9.76,283.7,8.32,90.7,12.1,10.97,1.13,6.92,11.08,1214.38,1.19,2.0,189.4
13.09.2009 23:00:00,990.47,9.53,283.47,8.02,90.3,11.91,10.76,1.16,6.78,10.86,1215.55,0.84,1.63,193.3
14.09.2009 00:00:00,990.2,9.24,283.2,7.95,91.6,11.68,10.7,0.98,6.75,10.81,1216.49,1.02,1.63,115.6
14.09.2009 01:00:00,990.2,9.29,283.25,8.12,92.4,11.72,10.83,0.89,6.83,10.94,1216.22,0.58,1.5,35.37
14.09.2009 02:00:00,990.1,9.39,283.36,8.32,93.0,11.8,10.97,0.83,6.92,11.08,1215.6,0.28,0.88,189.8
14.09.2009 03:00:00,990.22,9.46,283.42,8.4,93.1,11.86,11.04,0.82,6.96,11.15,1215.41,0.28,1.13,340.9
14.09.2009 04:00:00,990.34,9.4,283.35,8.5,94.1,11.81,11.11,0.7,7.01,11.22,1215.78,0.39,1.13,269.3
14.09.2009 05:00:00,989.97,9.17,283.15,8.37,94.7,11.63,11.01,0.62,6.95,11.12,1216.37,0.91,1.75,260.5
14.09.2009 06:00:00,990.22,9.38,283.34,8.67,95.3,11.79,11.24,0.55,7.09,11.35,1215.66,0.41,1.13,105.2
14.09.2009 07:00:00,990.59,9.57,283.5,8.72,94.4,11.94,11.27,0.67,7.11,11.38,1215.29,0.78,1.13,239.7
14.09.2009 08:00:00,990.87,10.39,284.29,8.64,88.9,12.62,11.22,1.4,7.07,11.32,1212.14,1.56,2.25,13.28
14.09.2009 09:00:00,991.34,10.42,284.29,8.89,90.2,12.64,11.41,1.24,7.19,11.51,1212.5,2.39,3.38,21.46
14.09.2009 10:00:00,991.41,10.6,284.46,9.06,90.2,12.8,11.54,1.25,7.27,11.64,1211.76,3.28,4.13,27.1
14.09.2009 11:00:00,991.55,10.76,284.61,9.04,89.1,12.93,11.52,1.41,7.26,11.62,1211.25,3.26,4.63,36.35
14.09.2009 12:00:00,991.48,11.24,285.1,9.13,86.8,13.35,11.59,1.76,7.3,11.69,1209.09,4.02,5.38,31.4
14.09.2009 13:00:00,991.55,11.39,285.24,9.36,87.3,13.49,11.78,1.71,7.42,11.88,1208.46,3.15,4.75,38.06
14.09.2009 14:00:00,991.62,11.55,285.4,9.95,89.9,13.63,12.26,1.38,7.72,12.36,1207.64,2.84,4.5,33.99
14.09.2009 15:00:00,991.69,11.57,285.41,10.15,91.0,13.65,12.42,1.23,7.83,12.53,1207.56,3.51,5.13,40.66
14.09.2009 16:00:00,991.47,11.9,285.76,10.43,90.7,13.95,12.65,1.3,7.98,12.76,1205.79,5.13,8.25,29.65
14.09.2009 17:00:00,991.32,11.83,285.7,10.39,90.9,13.89,12.62,1.26,7.96,12.73,1205.92,3.59,4.88,33.71
14.09.2009 18:00:00,991.05,11.54,285.43,10.74,94.8,13.62,12.91,0.71,8.15,13.03,1206.68,3.76,4.88,18.89
14.09.2009 19:00:00,990.54,11.54,285.48,11.02,96.6,13.62,13.16,0.46,8.31,13.29,1205.94,5.64,7.38,19.53
14.09.2009 20:00:00,990.5,12.16,286.1,11.54,96.0,14.19,13.63,0.57,8.6,13.76,1203.06,3.64,5.75,46.78
14.09.2009 21:00:00,990.5,12.71,286.65,11.63,93.1,14.72,13.7,1.02,8.65,13.83,1200.71,3.69,6.0,48.06
14.09.2009 22:00:00,990.49,12.83,286.77,11.84,93.7,14.83,13.9,0.93,8.77,14.03,1200.1,4.32,7.13,50.73
14.09.2009 23:00:00,990.46,12.96,286.91,11.81,92.7,14.96,13.87,1.09,8.75,14.0,1199.53,4.67,7.25,44.61
15.09.2009 00:00:00,990.45,12.96,286.91,11.69,92.0,14.96,13.76,1.2,8.69,13.89,1199.57,4.42,6.75,42.68
15.09.2009 01:00:00,990.7,12.84,286.77,11.79,93.3,14.84,13.85,0.99,8.74,13.98,1200.34,2.67,4.25,29.34
15.09.2009 02:00:00,990.71,13.03,286.96,11.7,91.6,15.03,13.77,1.26,8.69,13.89,1199.59,3.23,4.25,9.29
15.09.2009 03:00:00,990.72,12.91,286.83,11.71,92.4,14.91,13.78,1.13,8.7,13.91,1200.1,2.67,3.88,353.7
15.09.2009 04:00:00,990.71,12.89,286.81,11.72,92.6,14.89,13.79,1.1,8.7,13.92,1200.17,2.42,3.25,14.89
15.09.2009 05:00:00,990.35,12.7,286.65,11.71,93.7,14.71,13.78,0.93,8.7,13.91,1200.53,2.07,3.75,352.1
15.09.2009 06:00:00,990.49,12.63,286.57,11.79,94.6,14.64,13.85,0.79,8.74,13.98,1200.96,1.84,3.13,6.45
15.09.2009 07:00:00,990.69,12.41,286.34,11.76,95.8,14.43,13.82,0.61,8.72,13.95,1202.15,2.45,3.5,13.64
15.09.2009 08:00:00,990.83,12.2,286.11,11.63,96.3,14.23,13.7,0.53,8.65,13.83,1203.26,2.43,3.63,5.65
15.09.2009 09:00:00,990.89,12.23,286.14,11.6,95.9,14.26,13.67,0.58,8.63,13.8,1203.22,2.64,5.13,24.91
15.09.2009 10:00:00,991.19,12.39,286.27,11.79,96.1,14.41,13.85,0.56,8.74,13.97,1202.83,1.83,3.63,4.46
15.09.2009 11:00:00,991.2,12.82,286.7,11.86,93.9,14.82,13.92,0.9,8.78,14.04,1201.0,2.58,4.13,34.47
15.09.2009 12:00:00,991.2,13.08,286.96,12.09,93.7,15.08,14.13,0.95,8.91,14.25,1199.81,2.09,3.25,34.78
15.09.2009 13:00:00,991.02,13.5,287.4,12.38,92.9,15.5,14.4,1.1,9.09,14.53,1197.71,2.61,3.5,25.37
15.09.2009 14:00:00,990.71,14.17,288.1,12.67,90.7,16.19,14.68,1.51,9.27,14.82,1194.41,1.3,2.25,35.26
15.09.2009 15:00:00,990.45,15.08,289.03,13.27,88.9,17.17,15.26,1.91,9.64,15.41,1190.06,2.57,3.38,28.61
15.09.2009 16:00:00,990.17,15.71,289.69,13.85,88.7,17.88,15.86,2.02,10.02,16.01,1186.86,2.05,3.13,6.72
15.09.2009 17:00:00,990.01,16.03,290.02,14.2,88.9,18.25,16.22,2.03,10.25,16.38,1185.19,2.73,4.75,8.48
15.09.2009 18:00:00,989.96,16.03,290.03,14.25,89.2,18.25,16.27,1.97,10.29,16.44,1185.1,3.2,4.75,10.26
15.09.2009 19:00:00,989.98,16.06,290.05,14.13,88.3,18.28,16.14,2.14,10.2,16.3,1185.06,3.27,4.63,11.55
15.09.2009 20:00:00,990.27,15.63,289.6,14.22,91.3,17.78,16.24,1.55,10.26,16.4,1187.13,1.11,2.88,0.69
15.09.2009 21:00:00,990.35,15.69,289.65,14.18,90.7,17.85,16.19,1.66,10.23,16.35,1187.0,1.58,2.63,5.5
15.09.2009 22:00:00,990.22,15.43,289.4,14.14,92.0,17.56,16.15,1.4,10.21,16.31,1187.93,2.38,3.38,3.52
15.09.2009 23:00:00,989.97,15.32,289.31,14.05,92.1,17.43,16.06,1.38,10.15,16.22,1188.13,1.43,2.13,355.2
16.09.2009 00:00:00,989.92,15.12,289.12,13.98,92.9,17.21,15.99,1.22,10.11,16.15,1188.92,2.17,3.88,11.66
16.09.2009 01:00:00,989.6,14.95,288.97,13.96,93.8,17.02,15.97,1.06,10.1,16.14,1189.25,1.98,3.0,14.53
16.09.2009 02:00:00,989.53,14.76,288.79,13.87,94.4,16.82,15.87,0.94,10.04,16.04,1189.99,1.81,2.38,15.6
16.09.2009 03:00:00,989.46,14.52,288.55,13.76,95.2,16.56,15.76,0.79,9.97,15.93,1190.95,2.37,3.25,42.08
16.09.2009 04:00:00,989.36,14.26,288.3,13.6,95.8,16.28,15.6,0.68,9.86,15.76,1191.98,2.9,4.5,18.61
16.09.2009 05:00:00,989.11,13.77,287.83,13.32,97.1,15.77,15.31,0.46,9.69,15.48,1193.85,3.24,4.25,18.93
16.09.2009 06:00:00,989.06,13.5,287.56,13.16,97.8,15.5,15.16,0.34,9.59,15.32,1194.98,2.58,3.5,25.37
16.09.2009 07:00:00,989.22,13.12,287.17,12.86,98.3,15.12,14.86,0.26,9.4,15.02,1196.9,3.6,5.38,17.82
